udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min
6537,L53716,L,301.3,310.5,1406,47.1,83
7935,M22794,M,300.8,311.9,1621,28.3,211
5083,H34496,H,304.1,313.2,1590,43.4,52
9783,L56962,L,298.7,309.9,1404,47.1,64
8850,L56029,L,297.5,308.9,1596,30.7,5
8295,M23154,M,298.9,310.5,1525,38.5,27
2975,M17834,M,300.6,309.4,1521,37.2,90
6457,L53636,L,300.7,310.2,1387,50.6,83
709,M15568,M,297.6,308.8,1416,45.9,101
13,M14872,M,298.6,309.1,1339,51.1,34
1269,L48448,L,298.0,309.5,1496,45.8,46
3904,H33317,H,302.2,311.1,1476,39.6,96
8593,M23452,M,297.5,308.0,1430,44.5,178
8421,L55600,L,298.9,310.4,1546,37.7,159
1116,M15975,M,296.4,307.3,2077,19.1,80
3962,M18821,M,302.2,311.4,1642,32.1,42
5462,M20321,M,302.9,312.3,1339,52.1,145
3728,L50907,L,302.3,311.2,1786,24.3,81
1735,M16594,M,298.5,308.1,1501,39.2,127
720,L47899,L,297.4,308.8,1447,58.1,129
1920,L49099,L,298.2,308.0,1658,30.0,3
5108,L52287,L,303.9,313.2,1540,44.4,119
4510,L51689,L,302.4,310.1,1429,43.7,104
6684,L53863,L,301.5,310.9,1318,50.6,11
4727,M19586,M,303.4,311.8,2133,18.3,207
744,L47923,L,296.8,308.2,1361,53.8,193
2771,L49950,L,300.0,309.6,1364,45.9,16
5449,L52628,L,303.0,312.7,1551,41.8,111
7100,M21959,M,300.7,310.2,1373,44.1,28
4229,L51408,L,302.2,310.8,2203,16.6,47
5674,L52853,L,302.2,311.6,1462,50.0,51
9101,L56280,L,297.3,308.2,1446,53.5,7
1380,L48559,L,298.7,310.1,1620,34.8,112
6546,M21405,M,301.4,310.8,1738,30.3,104
3498,L50677,L,301.9,311.0,1642,33.1,126
8774,L55953,L,297.5,308.6,1585,37.6,2
7813,L54992,L,300.0,311.5,1666,32.0,128
4697,L51876,L,303.4,311.6,1449,41.7,132
1344,L48523,L,298.5,310.2,1676,32.7,18
6705,M21564,M,301.5,310.7,1510,36.0,64
1802,M16661,M,298.0,307.5,1427,43.6,101
4587,L51766,L,302.7,310.9,1395,48.3,80
8341,M23200,M,298.8,309.7,1480,38.1,157
5683,H35096,H,302.3,311.6,1441,53.9,74
2648,L49827,L,299.8,309.4,1408,45.6,156
5238,L52417,L,303.8,313.0,1499,42.3,38
2433,L49612,L,298.9,308.2,1510,43.5,46
9647,L56826,L,299.4,310.4,1582,31.7,181
652,L47831,L,297.6,309.1,1503,38.9,157
9258,M24117,M,298.3,309.1,1296,58.7,201
841,L48020,L,296.6,307.5,1582,37.9,197
5481,H34894,H,302.7,312.1,1478,36.0,191
7262,L54441,L,300.4,310.5,1818,25.1,14
6433,M21292,M,300.3,309.9,1447,46.5,28
5767,M20626,M,301.7,311.2,1413,42.6,79
9407,M24266,M,297.7,308.1,2189,15.6,186
8786,L55965,L,297.5,308.6,1694,27.1,36
126,L47305,L,298.9,308.6,1560,32.2,118
5068,M19927,M,304.2,313.2,1396,50.5,11
4404,L51583,L,302.3,310.1,1388,49.9,48
9619,L56798,L,299.0,310.1,1447,42.8,104
990,M15849,M,296.2,307.0,2119,18.3,159
8736,L55915,L,297.3,308.6,1358,47.6,110
7285,M22144,M,300.1,310.3,1345,57.1,71
7362,L54541,L,299.5,310.0,1502,38.5,52
567,M15426,M,297.6,309.7,1541,33.7,165
7286,M22145,M,300.2,310.4,1202,61.7,74
6932,M21791,M,300.8,311.4,1521,39.9,15
4901,L52080,L,303.6,312.4,1388,41.9,221
3165,L50344,L,300.4,309.7,1685,31.3,152
628,L47807,L,298.4,310.1,1455,42.2,94
4873,L52052,L,303.7,312.4,1316,59.3,137
4009,M18868,M,302.2,311.2,1471,41.9,166
4339,L51518,L,301.6,309.9,1397,43.7,102
1767,M16626,M,298.3,307.7,1717,27.1,7
5914,H35327,H,300.7,310.2,1479,52.3,9
585,H29998,H,297.6,309.6,1419,48.2,215
8093,M22952,M,300.2,311.6,1513,40.8,157
2767,M17626,M,299.9,309.4,1889,26.0,6
8834,L56013,L,297.4,308.8,1529,41.3,165
2524,L49703,L,298.8,308.7,1635,35.2,47
8925,H38338,H,297.1,308.2,1527,42.2,199
4378,M19237,M,301.8,309.6,1436,49.0,214
1014,M15873,M,296.1,307.2,1619,29.7,17
6532,H35945,H,301.2,310.7,1656,26.2,64
1500,M16359,M,298.1,308.8,2206,16.3,195
2486,L49665,L,298.8,308.6,1593,35.5,175
4504,M19363,M,302.5,310.2,1751,30.5,90
953,L48132,L,295.5,306.2,1448,48.9,65
9050,L56229,L,297.3,308.5,1545,34.3,74
2285,L49464,L,299.2,308.5,1378,53.4,100
8511,L55690,L,298.3,309.7,1484,44.3,173
5225,L52404,L,303.9,313.2,1590,31.9,5
8282,H37695,H,298.9,310.6,1519,38.8,213
1410,L48589,L,298.9,310.1,1466,42.5,187
6318,L53497,L,300.9,310.3,1321,48.8,150
7326,L54505,L,299.9,310.4,1419,45.7,178
7567,L54746,L,300.3,311.0,1613,34.7,142
9225,L56404,L,297.9,309.0,1450,46.8,118
2263,L49442,L,299.1,308.3,1533,42.4,48
6087,L53266,L,300.9,310.8,1482,37.0,5
2530,M17389,M,298.8,308.6,1571,33.7,61
4468,L51647,L,302.8,310.6,1617,37.9,207
5935,H35348,H,300.6,310.5,1454,51.2,58
2494,M17353,M,299.0,308.8,1418,45.7,204
7065,M21924,M,300.8,310.5,1696,29.7,162
4693,M19552,M,303.4,311.4,1606,29.6,122
9606,M24465,M,298.9,310.1,1484,37.9,73
8826,M23685,M,297.3,308.8,1548,41.3,140
1646,L48825,L,297.9,307.8,1538,38.5,123
6126,L53305,L,300.9,310.9,1995,20.2,105
3713,L50892,L,302.3,311.5,1543,33.1,39
5549,L52728,L,302.3,311.8,1605,35.2,152
121,L47300,L,298.9,308.7,1433,44.7,108
2055,M16914,M,299.6,309.4,1605,29.8,142
2858,M17717,M,300.4,309.2,1528,37.2,228
3243,L50422,L,300.9,309.6,1384,42.4,131
2749,L49928,L,299.7,309.2,1631,35.1,177
763,M15622,M,296.7,307.8,1286,60.5,0
6866,L54045,L,301.1,311.4,1531,38.7,55
3835,M18694,M,302.3,311.1,1295,57.1,146
8107,M22966,M,300.4,312.0,1596,30.4,191
188,L47367,L,298.2,308.4,1379,43.1,65
9425,M24284,M,298.0,308.5,1585,33.0,24
1856,H31269,H,297.7,307.3,1249,62.8,47
5893,L53072,L,301.4,311.1,1472,44.5,159
7163,L54342,L,300.2,310.2,1378,43.9,193
9009,M23868,M,297.4,308.0,1440,42.4,190
7693,H37106,H,300.5,311.6,1506,36.2,10
7310,L54489,L,300.0,310.4,1505,44.9,133
9040,M23899,M,297.3,308.3,1341,51.9,51
3719,L50898,L,302.4,311.4,1450,44.1,56
9456,L56635,L,298.5,309.2,1983,20.2,114
9785,M24644,M,298.7,309.8,1435,48.8,71
3516,M18375,M,301.9,311.1,1605,40.0,179
8867,H38280,H,297.9,308.9,1416,39.6,45
3672,M18531,M,302.3,311.7,1486,39.6,147
7178,L54357,L,300.2,310.2,1415,49.6,21
5865,M20724,M,301.4,311.0,1486,36.5,91
8562,L55741,L,298.2,308.9,1332,44.4,100
5687,L52866,L,302.2,311.6,1658,31.4,89
7934,L55113,L,300.8,311.8,1928,21.8,209
8392,L55571,L,298.6,309.6,1423,42.7,82
6871,H36284,H,301.0,311.3,1597,39.2,66
5747,M20606,M,302.1,311.5,1635,31.6,23
9799,L56978,L,298.5,309.3,1471,44.7,119
8835,L56014,L,297.4,308.8,1473,46.2,167
5920,L53099,L,300.6,310.3,1414,50.6,25
2461,L49640,L,299.0,308.6,1466,46.4,112
7221,L54400,L,299.8,309.7,1429,42.6,127
6106,M20965,M,300.8,310.9,1522,46.2,56
9368,L56547,L,297.9,308.5,1472,45.1,70
6024,M20883,M,300.7,310.9,1369,51.2,63
6202,M21061,M,301.0,310.9,1510,44.5,66
5133,L52312,L,304.1,313.3,1415,50.0,184
4388,L51567,L,302.0,309.8,1532,39.4,2
5253,L52432,L,303.5,313.0,1322,59.5,71
1464,L48643,L,298.8,310.1,1607,39.5,105
6346,L53525,L,300.2,309.8,1650,29.6,13
5069,M19928,M,304.3,313.3,1540,39.0,14
7529,M22388,M,300.1,311.3,1748,26.6,42
6049,M20908,M,300.9,311.0,1556,38.8,127
4108,L51287,L,302.0,310.5,1809,27.1,175
4190,L51369,L,302.4,310.9,1560,31.8,172
2031,L49210,L,298.9,308.6,1400,49.5,79
7984,L55163,L,301.0,312.2,1601,33.0,109
3233,L50412,L,300.7,309.3,1580,38.3,102
8765,L55944,L,297.4,308.8,1620,33.4,186
7997,M22856,M,301.0,312.2,1499,41.5,140
2561,M17420,M,299.4,309.1,1326,62.0,142
4905,H34318,H,303.6,312.4,1480,50.7,2
4282,L51461,L,302.0,310.0,1832,22.9,178
1547,L48726,L,298.4,308.9,1391,48.4,100
6055,H35468,H,300.7,310.8,1518,40.1,142
5114,L52293,L,304.1,313.6,1382,46.7,134
3120,L50299,L,300.1,309.4,1858,23.6,26
7156,M22015,M,300.2,309.9,1569,31.2,176
7852,L55031,L,300.4,311.7,1373,47.2,3
5192,L52371,L,304.0,313.2,1416,46.0,128
2288,L49467,L,299.4,308.6,1746,26.8,107
9906,M24765,M,298.7,309.1,1423,49.5,200
7087,L54266,L,300.6,310.4,2514,13.4,215
262,L47441,L,298.1,308.2,1654,32.1,25
7342,L54521,L,299.7,310.3,1505,37.7,4
9045,L56224,L,297.4,308.4,1378,39.9,63
9345,L56524,L,298.2,308.8,1616,33.7,16
7547,H36960,H,300.2,311.5,1454,42.8,88
3594,M18453,M,301.6,310.4,1377,44.9,161
2426,L49605,L,298.8,308.1,1472,53.5,28
6283,M21142,M,301.3,310.8,1418,45.4,59
7625,L54804,L,300.6,311.7,1507,45.5,74
3288,M18147,M,301.2,310.1,1558,32.6,34
1494,L48673,L,298.0,308.8,1496,44.9,179
9733,L56912,L,298.9,310.0,2231,17.4,151
5577,H34990,H,302.4,312.0,1457,43.4,23
6694,M21553,M,301.8,311.0,1756,26.7,33
4908,M19767,M,303.6,312.5,1607,33.7,14
4061,M18920,M,302.0,310.9,1352,55.5,59
1810,L48989,L,298.1,307.7,1767,27.0,127
3464,L50643,L,301.6,310.5,1809,25.5,40
3941,L51120,L,302.3,311.5,1395,54.2,198
1401,H30814,H,298.9,310.1,1366,62.7,161
5526,M20385,M,302.6,312.0,1363,45.7,91
2572,M17431,M,299.5,309.2,1497,40.9,169
3954,M18813,M,302.3,311.4,1484,39.5,22
9554,L56733,L,299.3,310.7,1495,39.2,144
7786,L54965,L,300.2,311.5,1383,42.1,60
7254,L54433,L,300.3,310.5,1522,39.1,217
7144,H36557,H,300.3,309.7,1582,30.8,144
5020,M19879,M,304.0,313.1,1466,39.5,83
6335,M21194,M,300.4,309.8,1725,30.4,195
4505,L51684,L,302.4,310.1,1645,31.6,93
4542,L51721,L,302.5,310.4,1427,46.8,179
3622,L50801,L,301.9,311.2,1657,29.1,23
9601,M24460,M,298.9,310.0,1561,45.3,58
1443,M16302,M,298.8,310.0,1486,38.5,55
2789,L49968,L,300.3,309.6,1326,52.4,57
647,M15506,M,297.7,309.4,1461,43.7,142
4477,L51656,L,302.6,310.4,1415,52.1,12
2446,H31859,H,299.2,308.7,1375,55.1,78
4448,M19307,M,302.5,310.3,1488,41.8,160
3018,L50197,L,300.5,309.8,1305,51.7,202
3951,L51130,L,302.3,311.4,1570,37.2,15
5733,L52912,L,302.2,311.7,1412,44.5,204
7323,H36736,H,299.8,310.2,1573,33.3,168
7801,M22660,M,300.1,311.4,1524,40.6,98
9725,M24584,M,298.8,309.7,2098,19.0,133
7420,L54599,L,300.1,311.4,1572,36.2,199
9579,L56758,L,299.4,310.7,1551,41.2,3
7007,H36420,H,300.6,310.6,1419,39.6,3
3698,L50877,L,302.2,311.2,1928,23.1,2
3397,M18256,M,301.4,310.6,1459,35.0,87
657,M15516,M,297.7,309.1,1732,28.1,167
4487,M19346,M,302.6,310.5,1965,20.2,40
2341,L49520,L,299.1,308.1,1479,40.7,10
3902,H33315,H,302.2,311.1,1553,34.1,89
4868,L52047,L,303.6,312.5,1345,54.1,126
7211,M22070,M,299.8,309.6,1331,50.2,98
8160,H37573,H,299.6,310.9,1679,31.2,120
340,M15199,M,297.5,308.2,1713,32.2,17
3307,L50486,L,301.4,310.5,1432,54.3,81
3325,L50504,L,301.5,310.6,1578,34.1,120
5026,M19885,M,303.9,313.1,1473,42.8,97
6690,L53869,L,301.7,311.0,1546,43.0,23
7658,L54837,L,300.5,311.6,1661,30.0,158
5538,L52717,L,302.4,311.8,1648,30.0,122
9007,L56186,L,297.3,307.9,1417,41.8,186
7070,L54249,L,300.8,310.7,1525,39.4,175
4564,L51743,L,302.7,310.7,1977,20.0,21
3508,M18367,M,301.7,310.8,1502,34.4,157
3359,L50538,L,301.5,310.6,1522,36.6,202
8806,M23665,M,297.4,308.6,1469,42.6,80
1160,L48339,L,297.0,307.8,1609,35.6,193
635,L47814,L,298.3,309.9,1507,41.6,112
6310,L53489,L,300.9,310.2,1382,50.4,131
5516,H34929,H,302.7,312.0,1484,41.5,65
9802,M24661,M,298.4,309.3,1496,45.6,129
7949,L55128,L,300.8,311.7,1479,39.4,18
3729,L50908,L,302.3,311.3,1457,44.5,83
5274,L52453,L,303.6,313.1,1395,44.1,120
7198,L54377,L,300.0,310.0,1486,41.8,69
89,M14948,M,299.0,309.0,1419,45.2,27
5422,M20281,M,302.6,312.3,1566,36.6,46
6752,M21611,M,301.7,311.0,1505,37.1,190
5883,L53062,L,301.4,311.1,1469,36.9,133
4548,M19407,M,302.5,310.4,1451,53.6,194
6081,L53260,L,300.9,310.7,1468,36.2,208
3584,L50763,L,301.8,310.7,1751,29.3,133
950,L48129,L,295.6,306.3,1636,32.7,56
3699,H33112,H,302.2,311.3,1758,26.4,4
8966,L56145,L,297.1,307.9,1496,44.7,88
356,L47535,L,297.6,308.3,1623,36.9,61
6445,M21304,M,300.8,310.3,1270,61.0,54
2226,M17085,M,299.7,309.0,1465,49.0,158
2852,L50031,L,300.5,309.3,1373,48.8,211
5329,M20188,M,303.7,312.9,1406,41.9,48
2678,L49857,L,299.8,309.5,1495,39.6,10
978,L48157,L,296.0,306.7,1917,21.0,127
6303,L53482,L,301.2,310.6,1437,51.2,112
5694,M20553,M,302.4,311.8,1453,42.1,105
325,M15184,M,297.8,308.5,1488,41.9,196
5743,L52922,L,302.3,311.7,1414,47.0,11
6942,L54121,L,300.8,311.4,1316,57.6,43
7257,H36670,H,300.2,310.3,1408,42.5,0
2173,L49352,L,299.5,309.2,1816,23.0,15
319,L47498,L,297.8,308.4,1512,39.9,181
4465,L51644,L,302.8,310.6,1671,30.5,201
1667,L48846,L,298.2,307.9,1551,36.0,186
6644,M21503,M,301.5,310.5,1308,60.5,139
1357,L48536,L,298.6,309.9,1593,37.4,47
8917,L56096,L,297.1,308.2,2267,15.7,181
7277,M22136,M,300.1,310.3,1350,48.8,50
9408,L56587,L,297.8,308.3,1435,50.1,189
8523,H37936,H,298.3,309.4,1631,29.8,0
2853,M17712,M,300.5,309.4,1347,50.1,213
5963,L53142,L,300.5,310.8,1728,26.3,125
1004,L48183,L,296.2,307.1,1444,46.7,194
7149,M22008,M,300.3,309.8,1617,40.8,158
4479,L51658,L,302.5,310.2,1477,41.6,16
3633,L50812,L,302.1,311.3,1634,30.6,50
9184,L56363,L,297.9,309.1,1543,36.6,20
2551,L49730,L,299.4,309.3,1366,48.4,116
8535,M23394,M,298.6,309.5,1404,43.3,33
6185,L53364,L,301.0,311.0,1553,35.8,26
3433,M18292,M,301.6,310.7,2012,20.7,178
8689,L55868,L,297.1,308.5,1483,46.9,203
2603,L49782,L,299.4,309.2,1427,41.5,29
5163,L52342,L,304.2,313.3,1464,45.9,48
9419,L56598,L,298.0,308.4,1432,46.2,11
5665,M20524,M,302.2,311.4,1539,35.1,24
4426,L51605,L,302.5,310.2,1547,36.9,103
8843,L56022,L,297.3,308.7,1492,43.6,189
3467,L50646,L,301.7,310.6,1447,56.9,47
5877,L53056,L,301.5,311.1,1426,52.1,121
7578,L54757,L,300.4,311.2,1530,32.0,169
290,L47469,L,298.1,308.4,1436,46.7,103
3026,L50205,L,300.5,309.6,1366,50.2,219
4767,M19626,M,303.6,312.0,1645,35.7,81
8296,L55475,L,298.9,310.4,1739,26.3,30
6014,L53193,L,300.7,310.8,1597,30.5,38
9841,H39254,H,298.3,309.2,1486,42.4,16
7060,L54239,L,300.6,310.5,1644,33.8,148
8947,M23806,M,297.3,308.2,1846,24.5,41
9183,M24042,M,297.8,309.0,1576,45.0,17
7995,L55174,L,301.0,312.3,1424,43.5,136
6647,L53826,L,301.5,310.5,1479,34.2,147
3871,L51050,L,302.7,311.8,1461,46.1,10
508,H29921,H,297.8,309.4,1445,48.2,10
4825,L52004,L,303.4,311.8,1499,45.0,16
8271,M23130,M,299.1,310.8,1517,38.4,185
8910,L56089,L,297.1,308.4,1529,40.4,165
85,L47264,L,298.9,308.9,1422,47.6,15
6979,L54158,L,300.7,311.1,1427,50.3,137
7661,M22520,M,300.5,311.6,1246,52.9,165
1192,M16051,M,297.2,308.3,1776,28.0,43
5313,L52492,L,303.6,312.9,1873,23.5,7
3958,L51137,L,302.2,311.4,1510,44.9,33
3117,L50296,L,300.0,309.2,1566,34.4,18
5072,H34485,H,304.2,313.0,1442,40.9,23
8810,L55989,L,297.3,308.5,1503,43.3,90
9109,M23968,M,297.5,308.6,1440,38.8,29
1354,M16213,M,298.6,310.1,1444,48.1,39
5942,L53121,L,300.6,310.7,1438,48.5,78
4489,M19348,M,302.5,310.4,1509,37.6,45
2710,L49889,L,299.6,309.1,1641,35.8,81
5014,M19873,M,303.8,312.9,1594,35.2,69
5977,H35390,H,300.5,310.6,1378,51.5,166
8588,M23447,M,297.4,307.9,1627,34.3,166
6814,M21673,M,300.9,310.7,1420,43.0,133
3077,L50256,L,300.0,309.2,1444,43.6,123
7986,L55165,L,301.0,312.2,1540,34.1,113
6953,L54132,L,300.8,311.3,1498,40.2,73
2048,L49227,L,299.3,309.2,1775,24.2,125
2729,L49908,L,299.7,309.3,1779,25.5,129
2361,H31774,H,299.2,308.4,1388,53.2,59
8983,L56162,L,297.0,307.7,1315,60.1,128
2410,L49589,L,299.1,308.5,1539,46.8,190
6555,M21414,M,301.4,310.7,1639,29.8,127
5385,M20244,M,302.9,312.4,1421,46.0,206
7540,L54719,L,300.2,311.3,1487,36.9,71
9587,L56766,L,299.4,310.6,1348,54.5,22
4799,L51978,L,303.5,312.5,1457,46.4,168
9166,L56345,L,297.6,308.6,1326,62.4,173
5575,L52754,L,302.4,312.0,1305,49.1,16
6369,M21228,M,300.0,309.6,1423,48.7,67
5695,L52874,L,302.4,311.8,1508,45.7,108
4251,L51430,L,302.6,311.0,1660,38.0,99
8481,L55660,L,298.4,309.6,1477,35.6,101
6919,L54098,L,301.0,311.5,1559,31.8,195
5648,H35061,H,302.5,311.8,2370,14.7,198
956,L48135,L,295.6,306.3,1911,20.9,74
7920,L55099,L,300.8,312.0,1496,40.0,175
6008,M20867,M,300.7,310.6,1349,54.5,19
7883,H37296,H,300.7,312.3,1670,27.3,81
506,L47685,L,297.6,309.3,1610,35.0,6
9730,L56909,L,298.7,309.8,1695,29.0,145
1080,L48259,L,297.0,307.7,1731,28.5,186
5785,M20644,M,301.8,311.1,1399,41.8,125
9793,H39206,H,298.5,309.4,1573,36.0,97
1848,L49027,L,297.8,307.3,1412,50.7,24
7336,L54515,L,299.9,310.4,1328,49.9,206
3227,L50406,L,300.5,309.3,1465,46.0,89
3743,L50922,L,302.4,311.4,1564,35.0,122
782,L47961,L,296.8,308.0,1675,29.7,46
3337,L50516,L,301.6,310.8,1535,35.4,148
8297,L55476,L,298.9,310.3,1436,39.0,32
206,M15065,M,298.5,308.6,1344,53.0,114
7980,M22839,M,301.2,312.4,1428,36.6,99
729,M15588,M,297.4,308.7,1425,50.3,152
5635,M20494,M,302.6,312.2,1353,56.5,168
4780,L51959,L,303.7,312.3,1511,38.9,117
2290,L49469,L,299.4,308.7,1504,37.8,112
774,L47953,L,296.8,308.0,1510,39.4,29
1031,L48210,L,296.3,307.4,1760,28.4,56
2645,L49824,L,299.8,309.4,1510,42.5,146
815,M15674,M,296.8,307.5,1470,45.9,132
6907,M21766,M,301.0,311.5,1530,43.9,165
9876,M24735,M,298.9,309.8,1363,50.6,115
2308,H31721,H,299.0,308.5,1623,33.5,154
8741,M23600,M,297.4,308.8,1573,33.9,123
6716,L53895,L,301.3,310.6,1576,30.4,92
8102,L55281,L,300.3,311.8,1567,37.7,180
1999,H31412,H,298.3,308.0,1637,30.8,2
1616,L48795,L,297.8,307.9,1447,48.6,46
3587,L50766,L,301.8,310.5,1593,34.9,139
2504,L49683,L,299.2,309.0,1408,47.2,0
6066,L53245,L,301.0,310.9,1568,38.2,172
8028,L55207,L,300.6,311.9,1425,44.9,224
5484,M20343,M,302.6,312.1,2000,21.9,200
313,L47492,L,297.9,308.6,1468,36.0,168
4018,L51197,L,302.0,310.8,1902,23.4,188
1897,L49076,L,297.9,307.5,1574,35.8,153
4651,L51830,L,303.3,311.4,1658,30.5,7
1675,L48854,L,298.1,307.8,1540,37.8,203
2277,L49456,L,299.3,308.7,1393,54.2,80
6852,M21711,M,301.0,311.2,1394,41.3,16
8096,L55275,L,300.2,311.7,1493,48.3,167
2689,L49868,L,299.9,309.4,1322,53.9,33
1067,M15926,M,296.9,307.8,1544,40.3,150
1256,H30669,H,297.5,308.9,1419,50.7,7
7929,L55108,L,300.6,311.7,1497,43.6,198
693,L47872,L,297.7,309.1,1479,42.1,58
8505,L55684,L,298.4,309.7,1419,41.3,159
3637,L50816,L,302.2,311.4,1449,46.5,60
5609,M20468,M,303.1,312.3,1623,31.6,101
5558,M20417,M,302.5,312.0,1436,43.5,184
9819,M24678,M,298.6,309.4,1407,45.1,176
6734,M21593,M,301.7,311.0,1311,46.8,136
6084,L53263,L,300.9,310.7,1389,50.0,214
6468,L53647,L,300.4,309.7,1692,27.4,115
974,L48153,L,295.9,306.6,1679,30.4,117
3044,L50223,L,300.3,309.5,1551,37.9,42
6995,L54174,L,300.6,310.8,1375,53.2,179
5386,H34799,H,302.9,312.3,1754,26.9,209
9033,L56212,L,297.4,308.3,1723,28.8,33
2064,L49243,L,299.7,309.6,1321,53.4,166
64,M14923,M,298.9,309.0,1812,25.9,174
2001,L49180,L,298.4,308.1,1279,53.1,9
4277,M19136,M,302.2,310.4,1456,47.5,167
2565,L49744,L,299.3,309.1,1493,38.0,151
5723,L52902,L,302.2,311.7,1488,44.6,178
3092,L50271,L,300.0,309.3,1558,29.7,168
787,L47966,L,296.9,308.1,1741,28.8,60
3781,L50960,L,302.4,311.1,1446,42.9,5
2284,L49463,L,299.2,308.5,1387,51.1,98
6245,M21104,M,301.0,310.4,1665,30.9,177
9998,M24857,M,299.0,308.6,1645,33.4,22
9988,M24847,M,298.8,308.6,1500,37.1,210
4632,L51811,L,303.0,311.2,1383,44.6,198
2131,L49310,L,299.4,309.0,1391,58.2,135
624,L47803,L,298.4,310.1,1926,23.7,83
8323,L55502,L,298.7,309.6,1364,44.9,106
6822,M21681,M,300.8,310.6,1545,37.5,155
1978,M16837,M,298.1,307.7,1633,30.7,145
3231,L50410,L,300.6,309.4,1556,36.0,98
816,M15675,M,296.8,307.5,1516,36.7,135
2785,L49964,L,300.2,309.6,1430,52.7,47
9706,L56885,L,298.9,310.0,1482,41.1,82
2681,L49860,L,299.8,309.5,1641,27.1,16
6731,M21590,M,301.6,311.0,1431,42.3,129
5013,M19872,M,303.8,312.9,1815,27.8,66
5394,L52573,L,302.8,312.3,1473,42.6,232
7753,M22612,M,300.4,311.7,1832,24.2,179
8322,L55501,L,298.8,309.6,1442,50.0,104
7675,L54854,L,300.5,311.6,1509,47.2,202
9118,M23977,M,297.6,308.7,1475,46.6,54
7478,M22337,M,300.1,311.3,1518,40.2,130
9643,L56822,L,299.4,310.5,1372,46.3,173
9499,H38912,H,299.2,310.1,1542,36.1,5
8206,M23065,M,299.4,310.9,1446,47.3,12
4858,L52037,L,303.7,312.3,1606,37.4,103
8823,L56002,L,297.4,308.8,1462,49.7,132
384,M15243,M,297.5,308.6,1842,27.0,133
8888,L56067,L,297.8,308.9,1530,37.6,106
1206,L48385,L,296.8,308.0,1371,54.5,86
4269,L51448,L,302.7,311.0,1694,29.8,150
1330,H30743,H,298.8,310.2,1663,30.4,209
650,M15509,M,297.7,309.2,1732,28.8,152
4162,H33575,H,301.9,310.3,1653,32.4,100
7005,L54184,L,300.5,310.6,1950,20.3,208
1701,M16560,M,298.0,307.6,1844,23.8,44
3321,L50500,L,301.5,310.5,2289,16.4,112
6570,M21429,M,301.4,310.7,1375,42.0,168
1026,L48205,L,296.2,307.3,1475,37.0,44
553,M15412,M,297.4,309.3,1622,35.0,123
2780,L49959,L,300.1,309.5,1353,50.9,34
9057,L56236,L,297.3,308.3,1430,41.9,95
2606,L49785,L,299.4,309.2,1552,37.4,37
3398,L50577,L,301.4,310.6,1648,30.7,90
2101,M16960,M,299.3,309.3,1471,46.0,42
7774,L54953,L,300.3,311.4,1759,24.8,34
619,H30032,H,298.2,310.0,1433,44.2,68
9436,L56615,L,298.0,308.7,1443,49.3,52
8856,L56035,L,297.7,308.9,1662,28.1,19
4796,L51975,L,303.6,312.5,1431,49.0,162
4150,L51329,L,301.9,310.4,1603,37.6,69
1820,M16679,M,298.1,307.6,2066,19.2,150
9541,M24400,M,299.4,310.8,1628,40.2,111
7416,L54595,L,300.1,311.2,1489,39.1,188
786,M15645,M,296.9,308.0,1497,44.8,57
7780,L54959,L,300.5,311.7,1811,26.8,47
1470,L48649,L,298.6,309.8,1497,41.6,118
5157,L52336,L,304.2,313.4,1482,41.4,32
532,L47711,L,297.6,309.5,1549,34.9,68
8504,L55683,L,298.5,309.8,1468,40.9,157
3401,H32814,H,301.4,310.7,1536,44.4,96
6224,M21083,M,301.1,310.9,1552,37.9,126
2003,L49182,L,298.5,308.2,1654,27.1,13
4562,L51741,L,302.9,310.8,1610,32.2,17
9598,L56777,L,298.9,310.1,1510,38.0,52
3049,L50228,L,300.2,309.3,1532,43.2,53
4935,L52114,L,303.4,312.2,1580,35.8,90
6412,M21271,M,300.4,310.0,1560,42.3,186
2941,L50120,L,300.9,309.7,2355,14.4,201
1218,L48397,L,297.0,308.1,1455,43.5,122
5727,M20586,M,302.4,311.9,1398,50.1,188
8577,L55756,L,297.6,308.3,1523,39.5,137
5210,M20069,M,303.8,312.7,1507,38.5,180
4725,L51904,L,303.4,311.9,1771,31.6,202
8962,M23821,M,297.3,308.0,1403,45.0,77
9803,H39216,H,298.4,309.3,1984,19.2,132
3819,L50998,L,302.1,310.7,1491,42.8,98
540,M15399,M,297.4,309.3,1775,25.8,91
6484,L53663,L,300.7,309.9,1412,45.3,155
8114,L55293,L,300.4,311.7,1459,45.6,3
2413,L49592,L,299.1,308.6,1408,46.7,196
8559,M23418,M,298.3,309.0,1505,41.3,93
2512,M17371,M,299.0,308.9,1526,41.1,20
3632,M18491,M,302.1,311.4,1419,36.2,47
4384,L51563,L,301.7,309.5,1298,65.5,229
4760,L51939,L,303.5,311.6,1361,46.5,62
4502,L51681,L,302.5,310.2,1307,54.0,86
4666,M19525,M,303.4,311.4,1307,54.0,44
4097,L51276,L,301.9,310.4,1370,51.7,153
4528,M19387,M,302.4,310.5,1372,45.7,144
4621,L51800,L,303.1,311.3,1336,52.6,172
4449,L51628,L,302.4,310.3,1374,51.2,163
4511,L51690,L,302.4,310.2,1346,62.4,106
