udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type
2471,L49650,L,298.9,308.5,1467,44.7,136,No Failure
2472,L49651,L,298.9,308.4,1301,51.1,138,No Failure
2473,L49652,L,298.9,308.5,1429,55.1,140,No Failure
2474,M17333,M,298.9,308.5,1555,37.6,142,No Failure
2475,L49654,L,298.9,308.5,1503,40.6,145,No Failure
2476,L49655,L,298.9,308.5,1459,43.1,147,No Failure
2478,L49657,L,298.9,308.5,1387,57.3,154,No Failure
2479,M17338,M,298.9,308.5,1456,50.0,156,No Failure
2480,L49659,L,299.0,308.5,1604,34.7,159,No Failure
2481,L49660,L,299.0,308.6,1734,32.4,161,No Failure
2482,L49661,L,299.0,308.6,1378,47.8,163,No Failure
2483,L49662,L,298.9,308.7,1504,41.8,165,No Failure
2485,H31898,H,298.8,308.6,1524,37.7,170,No Failure
2488,H31901,H,298.9,308.6,1623,31.0,180,No Failure
2490,H31903,H,298.9,308.7,1500,41.6,187,No Failure
2491,H31904,H,299.1,308.8,1566,46.6,192,No Failure
2493,H31906,H,299.0,308.8,1382,58.5,199,No Failure
2495,L49674,L,299.1,308.8,1329,53.6,207,Overstrain Failure
2496,M17355,M,299.1,308.8,1491,41.0,209,No Failure
2497,M17356,M,299.2,308.9,1573,37.4,212,No Failure
2498,M17357,M,299.2,308.9,1521,42.3,215,No Failure
2499,L49678,L,299.1,308.9,1467,47.2,218,No Failure
2500,M17359,M,299.1,308.9,1325,48.4,220,No Failure
2501,L49680,L,299.1,308.9,1617,32.3,223,No Failure
2502,M17361,M,299.1,308.9,1476,42.7,225,No Failure
2503,L49682,L,299.2,309.0,1515,48.9,228,Overstrain Failure
2505,L49684,L,299.2,309.1,1468,45.6,2,No Failure
2506,L49685,L,299.2,309.1,1387,48.7,4,No Failure
2508,H31921,H,299.2,309.1,1410,47.1,9,No Failure
2509,L49688,L,299.0,308.9,1615,30.6,14,No Failure
2511,L49690,L,299.1,309.0,1405,53.8,18,No Failure
2513,L49692,L,298.9,308.8,1530,38.3,23,No Failure
2514,L49693,L,299.0,308.7,1583,32.5,25,No Failure
2516,L49695,L,298.8,308.5,1490,35.0,29,No Failure
2517,L49696,L,298.8,308.5,1736,29.0,31,No Failure
2518,L49697,L,298.8,308.5,1395,44.4,33,No Failure
2519,M17378,M,298.9,308.6,1425,49.6,35,No Failure
2520,L49699,L,298.8,308.6,1631,32.4,38,No Failure
2525,M17384,M,298.8,308.7,1446,45.5,49,No Failure
2526,M17385,M,298.8,308.6,1598,35.1,52,No Failure
2527,L49706,L,298.8,308.6,1501,35.0,55,No Failure
2528,L49707,L,298.8,308.5,1450,50.8,57,No Failure
2531,L49710,L,298.9,308.7,1438,51.7,64,No Failure
2532,M17391,M,298.8,308.5,1510,38.7,66,No Failure
2533,L49712,L,298.9,308.7,1389,44.9,69,No Failure
2534,L49713,L,298.8,308.7,1490,33.6,71,No Failure
2536,L49715,L,299.0,308.8,1495,38.4,75,No Failure
2537,L49716,L,298.9,308.8,1281,53.9,77,No Failure
2538,H31951,H,298.9,308.7,1353,48.1,79,No Failure
2539,L49718,L,299.1,308.8,1429,50.1,84,No Failure
2541,L49720,L,299.1,308.8,1502,38.3,88,No Failure
2543,H31956,H,299.2,308.9,1712,26.4,95,No Failure
2544,L49723,L,299.3,309.0,1786,23.5,100,No Failure
2545,L49724,L,299.2,309.0,1951,21.4,102,No Failure
2546,M17405,M,299.2,309.0,1541,36.3,104,No Failure
2547,L49726,L,299.2,309.1,1605,34.3,107,No Failure
2548,L49727,L,299.2,309.1,1578,38.1,109,No Failure
2549,M17408,M,299.3,309.2,1440,37.5,111,No Failure
2552,L49731,L,299.3,309.2,1541,37.2,118,No Failure
2556,L49735,L,299.3,309.2,1511,37.2,129,No Failure
2557,M17416,M,299.3,309.1,1449,47.9,131,No Failure
2558,M17417,M,299.4,309.1,1440,50.0,134,No Failure
2560,L49739,L,299.3,309.0,1447,50.4,140,Random Failures
2562,L49741,L,299.4,309.2,1607,31.7,145,No Failure
2563,L49742,L,299.3,309.1,1551,39.1,147,No Failure
2566,L49745,L,299.4,309.1,1304,50.5,153,No Failure
2567,M17426,M,299.3,309.0,1420,41.6,155,No Failure
2568,L49747,L,299.4,309.1,1766,24.6,158,No Failure
2569,L49748,L,299.6,309.2,1450,43.1,160,No Failure
2570,H31983,H,299.5,309.2,1872,22.6,162,No Failure
2571,L49750,L,299.6,309.2,1713,26.5,167,No Failure
2573,M17432,M,299.4,309.1,1352,44.7,172,No Failure
2574,L49753,L,299.5,309.2,1499,41.5,175,No Failure
2575,L49754,L,299.5,309.3,1972,19.3,177,No Failure
2576,L49755,L,299.5,309.3,1422,49.2,179,No Failure
2577,L49756,L,299.5,309.3,1523,41.5,181,No Failure
2579,L49758,L,299.4,309.3,1391,46.6,185,No Failure
2581,L49760,L,299.3,309.1,1293,53.7,189,No Failure
2582,L49761,L,299.2,309.1,1345,60.7,191,Overstrain Failure
2584,L49763,L,299.2,308.9,1342,50.8,195,No Failure
2585,L49764,L,299.1,308.8,1502,46.7,197,No Failure
2586,M17445,M,299.0,308.7,1620,35.4,199,No Failure
2587,L49766,L,299.0,308.7,1537,42.8,202,No Failure
2588,L49767,L,299.0,308.7,2248,16.8,204,No Failure
2589,L49768,L,299.0,308.7,1706,28.6,206,No Failure
2591,L49770,L,299.0,308.7,1396,48.6,0,No Failure
2595,L49774,L,298.8,308.5,1446,37.0,11,No Failure
2596,M17455,M,298.8,308.6,1486,41.1,13,No Failure
2597,L49776,L,299.0,308.7,1426,38.6,16,No Failure
2598,L49777,L,299.0,308.7,1449,38.9,18,No Failure
2600,M17459,M,299.2,308.9,1447,39.6,22,No Failure
2602,L49781,L,299.3,309.1,1399,52.1,27,No Failure
2604,M17463,M,299.3,309.2,1334,46.3,31,No Failure
2605,M17464,M,299.3,309.1,1385,45.6,34,No Failure
2607,H32020,H,299.4,309.3,1534,37.5,39,No Failure
2608,L49787,L,299.4,309.3,1448,48.6,44,No Failure
2609,L49788,L,299.5,309.3,1409,44.7,46,No Failure
2610,L49789,L,299.4,309.2,1621,34.5,48,No Failure
2611,H32024,H,299.4,309.1,1547,40.9,50,No Failure
2612,L49791,L,299.4,309.1,1957,22.1,55,No Failure
2613,L49792,L,299.4,309.1,2421,14.2,57,No Failure
2614,M17473,M,299.3,309.1,1571,38.3,59,No Failure
2615,L49794,L,299.3,309.1,1634,36.8,62,No Failure
2616,L49795,L,299.3,309.0,1516,38.7,64,No Failure
2617,L49796,L,299.4,309.1,1207,66.5,66,No Failure
2619,M17478,M,299.4,309.1,1461,48.6,70,No Failure
2620,L49799,L,299.4,309.2,1569,40.8,73,No Failure
2621,L49800,L,299.4,309.2,1556,35.7,75,No Failure
2622,M17481,M,299.5,309.3,1506,41.5,77,No Failure
2623,M17482,M,299.6,309.4,1642,30.3,80,No Failure
2624,M17483,M,299.6,309.4,1283,62.1,83,No Failure
2625,H32038,H,299.7,309.5,1375,46.8,86,No Failure
2626,L49805,L,299.7,309.4,1399,39.9,91,No Failure
2627,L49806,L,299.7,309.4,1650,29.8,93,No Failure
2628,M17487,M,299.8,309.6,1346,53.2,95,No Failure
2629,H32042,H,299.9,309.6,1410,51.2,98,No Failure
2633,M17492,M,300.0,309.7,1652,28.6,112,No Failure
2634,L49813,L,300.1,309.8,1532,39.8,115,No Failure
2635,L49814,L,300.0,309.7,1554,32.0,117,No Failure
2637,L49816,L,299.9,309.6,1254,61.3,124,No Failure
2638,L49817,L,299.9,309.6,1294,49.7,126,No Failure
2640,M17499,M,299.8,309.4,1412,47.8,130,No Failure
2642,H32055,H,299.8,309.5,1420,46.7,136,No Failure
2643,L49822,L,299.8,309.5,1542,40.3,141,No Failure
2644,M17503,M,299.8,309.4,1401,48.1,143,No Failure
2646,H32059,H,299.9,309.5,1547,38.5,148,No Failure
2647,M17506,M,299.8,309.5,1453,43.2,153,No Failure
2649,L49828,L,299.8,309.4,1436,51.6,158,No Failure
2650,M17509,M,299.9,309.5,1582,38.2,160,No Failure
2651,L49830,L,299.9,309.6,1280,59.3,163,No Failure
2652,L49831,L,299.9,309.5,2008,20.4,165,No Failure
2655,L49834,L,299.9,309.5,1567,35.5,171,No Failure
2656,M17515,M,299.8,309.4,1751,27.0,173,No Failure
2657,L49836,L,299.9,309.5,1349,51.3,176,No Failure
2658,M17517,M,300.0,309.5,1425,40.8,178,No Failure
2659,L49838,L,300.0,309.4,1395,44.5,181,No Failure
2660,H32073,H,299.8,309.3,1595,32.1,183,No Failure
2661,L49840,L,299.8,309.3,1291,56.4,188,No Failure
2662,M17521,M,299.9,309.4,1509,42.8,190,No Failure
2665,M17524,M,299.9,309.4,1487,42.2,198,No Failure
2666,L49845,L,299.8,309.4,2256,15.9,201,No Failure
2667,H32080,H,299.7,309.2,1691,27.7,203,No Failure
2669,M17528,M,299.8,309.3,1640,31.1,211,No Failure
2670,H32083,H,299.7,309.3,1494,37.8,214,No Failure
2671,L49850,L,299.8,309.4,1467,46.2,219,No Failure
2672,M17531,M,299.7,309.3,1399,41.9,221,Tool Wear Failure
2673,L49852,L,299.7,309.3,1445,42.6,0,No Failure
2674,L49853,L,299.8,309.4,1480,40.9,2,No Failure
2675,L49854,L,299.7,309.3,1546,37.2,4,No Failure
2676,L49855,L,299.7,309.3,1574,35.8,6,No Failure
2677,L49856,L,299.7,309.3,1592,34.2,8,No Failure
2679,L49858,L,299.8,309.6,1447,43.1,12,No Failure
2680,L49859,L,299.8,309.5,1476,44.4,14,No Failure
2682,L49861,L,299.8,309.5,1545,32.2,18,No Failure
2683,M17542,M,299.9,309.6,1364,44.4,20,No Failure
2684,L49863,L,299.8,309.5,1590,28.5,23,No Failure
2687,L49866,L,299.8,309.4,1633,27.5,29,No Failure
2688,L49867,L,299.9,309.4,1348,52.8,31,No Failure
2690,L49869,L,300.0,309.5,1641,30.1,35,No Failure
2691,L49870,L,300.0,309.5,1728,26.0,37,No Failure
2692,L49871,L,300.0,309.6,1431,47.7,39,No Failure
2693,L49872,L,300.1,309.7,1641,30.4,41,No Failure
2695,M17554,M,300.1,309.6,1625,38.0,46,No Failure
2696,L49875,L,300.0,309.5,1869,22.7,49,No Failure
2697,L49876,L,300.0,309.6,1452,46.0,51,No Failure
2698,L49877,L,300.0,309.6,1618,28.7,53,No Failure
2699,L49878,L,300.0,309.4,2010,20.0,55,No Failure
2701,L49880,L,299.9,309.3,1473,40.4,59,No Failure
2702,L49881,L,299.9,309.2,1333,50.8,61,No Failure
2703,L49882,L,299.8,309.2,1760,25.9,63,No Failure
2704,M17563,M,299.8,309.2,1372,58.2,65,No Failure
2705,M17564,M,299.7,309.2,1608,34.4,68,No Failure
2706,L49885,L,299.7,309.2,1326,64.8,71,No Failure
2708,M17567,M,299.6,309.0,1539,36.1,76,No Failure
2711,L49890,L,299.6,309.1,1574,39.2,83,No Failure
2712,L49891,L,299.6,309.1,1407,50.6,85,No Failure
2713,H32126,H,299.7,309.2,1302,55.5,87,No Failure
2714,M17573,M,299.6,309.2,1651,30.8,92,No Failure
2718,M17577,M,299.5,309.1,1422,45.3,103,No Failure
2721,L49900,L,299.6,309.2,1559,39.1,110,No Failure
2722,M17581,M,299.6,309.3,1553,32.4,112,No Failure
2724,L49903,L,299.7,309.4,1362,51.9,117,No Failure
2725,M17584,M,299.8,309.3,1470,42.7,119,No Failure
2726,L49905,L,299.8,309.4,1555,34.8,122,No Failure
2728,L49907,L,299.7,309.3,1434,38.5,127,No Failure
2730,L49909,L,299.7,309.3,1417,54.6,131,No Failure
2731,L49910,L,299.6,309.2,1425,45.9,133,No Failure
2732,M17591,M,299.7,309.2,1597,32.9,135,No Failure
2733,L49912,L,299.7,309.2,1346,57.4,138,No Failure
2734,L49913,L,299.7,309.2,1422,40.4,140,No Failure
2735,H32148,H,299.7,309.2,1572,32.8,142,No Failure
2737,M17596,M,299.7,309.1,1576,36.4,149,No Failure
2739,M17598,M,299.8,309.1,1496,44.4,155,No Failure
2740,L49919,L,299.8,309.2,1572,35.4,158,No Failure
2741,L49920,L,299.6,309.0,1525,42.8,160,No Failure
2742,L49921,L,299.6,309.0,1378,51.9,162,No Failure
2743,L49922,L,299.6,309.1,1369,51.4,164,No Failure
2744,L49923,L,299.6,309.1,1476,45.3,166,No Failure
2745,L49924,L,299.7,309.2,1620,30.0,168,No Failure
2746,M17605,M,299.7,309.1,1603,38.5,170,No Failure
2748,L49927,L,299.7,309.2,1616,31.6,175,No Failure
2751,H32164,H,299.7,309.2,1456,40.6,182,No Failure
2753,M17612,M,299.7,309.1,1851,24.7,189,No Failure
2754,L49933,L,299.7,309.1,1715,27.8,192,No Failure
2755,H32168,H,299.6,309.1,1630,32.3,194,No Failure
2756,L49935,L,299.7,309.2,1478,38.8,199,No Failure
2757,L49936,L,299.7,309.2,1781,29.6,201,No Failure
2758,L49937,L,299.8,309.2,1439,36.1,203,No Failure
2759,M17618,M,299.7,309.2,1412,45.3,205,No Failure
2760,L49939,L,299.7,309.1,1483,41.1,208,No Failure
2761,L49940,L,299.8,309.2,1400,42.6,210,No Failure
2763,L49942,L,299.8,309.2,1479,44.4,214,No Failure
2765,M17624,M,299.9,309.3,1389,52.8,0,No Failure
2766,M17625,M,299.9,309.4,1399,54.8,3,No Failure
2768,L49947,L,300.0,309.5,1925,21.9,9,No Failure
2770,M17629,M,300.0,309.6,1477,38.1,13,No Failure
2772,L49951,L,299.9,309.5,1451,39.4,18,No Failure
2773,L49952,L,299.9,309.4,1467,41.2,20,No Failure
2774,L49953,L,299.9,309.4,1858,22.5,22,No Failure
2777,L49956,L,300.1,309.4,1453,47.6,28,No Failure
2778,L49957,L,300.1,309.4,1464,41.7,30,No Failure
2779,L49958,L,300.0,309.4,1308,50.2,32,No Failure
2781,M17640,M,300.2,309.6,1556,35.8,36,No Failure
2782,L49961,L,300.2,309.5,2183,17.8,39,No Failure
2784,M17643,M,300.2,309.6,1528,35.1,44,No Failure
2787,M17646,M,300.2,309.5,1630,28.3,51,No Failure
2788,M17647,M,300.3,309.6,1524,38.4,54,No Failure
2790,H32203,H,300.3,309.5,1438,44.0,59,No Failure
2791,L49970,L,300.4,309.6,1356,45.9,64,No Failure
2792,H32205,H,300.4,309.6,1416,43.3,66,No Failure
2793,L49972,L,300.4,309.7,1584,32.6,71,No Failure
2794,L49973,L,300.3,309.6,1597,31.8,73,No Failure
2795,L49974,L,300.4,309.6,1553,43.9,75,No Failure
2796,M17655,M,300.3,309.5,1405,49.4,77,No Failure
2797,L49976,L,300.2,309.5,1539,35.3,80,No Failure
2798,M17657,M,300.3,309.6,1398,53.7,82,No Failure
2799,L49978,L,300.3,309.6,1568,39.6,85,No Failure
2801,M17660,M,300.2,309.5,1500,45.7,89,No Failure
2803,M17662,M,300.3,309.6,1509,46.6,95,No Failure
2804,L49983,L,300.2,309.5,1343,50.2,98,No Failure
2805,L49984,L,300.1,309.5,1450,40.1,100,No Failure
2806,L49985,L,300.0,309.4,1460,43.5,102,No Failure
2807,L49986,L,300.0,309.3,1364,41.2,104,No Failure
2808,M17667,M,299.9,309.3,1452,41.9,106,No Failure
2809,L49988,L,299.9,309.3,1471,41.8,109,No Failure
2810,L49989,L,299.9,309.2,1598,34.6,111,No Failure
2811,L49990,L,299.8,309.1,1772,24.8,113,No Failure
2812,L49991,L,299.9,309.2,1761,25.6,115,No Failure
2813,M17672,M,300.0,309.3,1413,40.7,117,No Failure
2814,L49993,L,300.0,309.3,1887,22.6,120,No Failure
2815,L49994,L,300.0,309.3,1395,56.5,122,No Failure
2816,M17675,M,300.1,309.4,1569,31.6,124,No Failure
2818,L49997,L,300.2,309.5,1417,41.1,129,No Failure
2819,L49998,L,300.2,309.5,1729,28.4,131,No Failure
2821,L50000,L,300.2,309.5,1436,48.8,135,No Failure
2822,M17681,M,300.3,309.6,1419,42.5,137,No Failure
2824,M17683,M,300.3,309.5,1320,62.2,142,No Failure
2825,M17684,M,300.3,309.5,1448,42.4,145,No Failure
2827,M17686,M,300.3,309.4,1612,33.1,150,No Failure
2829,M17688,M,300.4,309.4,1875,23.9,155,No Failure
2833,M17692,M,300.4,309.3,1467,40.3,166,No Failure
2835,L50014,L,300.3,309.1,1368,46.0,171,No Failure
2836,L50015,L,300.3,309.2,1572,32.0,173,No Failure
2837,M17696,M,300.3,309.1,1458,44.3,175,No Failure
2838,L50017,L,300.3,309.1,1699,30.3,178,No Failure
2839,L50018,L,300.3,309.3,1478,39.5,180,No Failure
2840,M17699,M,300.4,309.4,1362,42.1,182,No Failure
2841,H32254,H,300.4,309.4,1487,38.9,185,No Failure
2842,L50021,L,300.3,309.4,1705,29.4,190,No Failure
2843,L50022,L,300.3,309.3,1345,53.5,192,No Failure
2844,L50023,L,300.3,309.2,1532,40.2,194,No Failure
2845,L50024,L,300.3,309.2,1650,35.2,196,No Failure
2846,L50025,L,300.3,309.2,1398,54.4,198,No Failure
2848,L50027,L,300.4,309.3,1525,39.6,202,No Failure
2849,M17708,M,300.3,309.3,1391,57.9,204,No Failure
2854,M17713,M,300.5,309.3,1539,39.1,216,No Failure
2855,L50034,L,300.5,309.3,1470,40.8,219,No Failure
2856,L50035,L,300.5,309.3,1528,37.0,221,No Failure
2857,H32270,H,300.5,309.3,1471,45.2,223,No Failure
2859,L50038,L,300.5,309.3,1417,51.5,231,Overstrain Failure
2862,L50041,L,300.7,309.5,1479,43.6,240,No Failure
2864,L50043,L,300.6,309.4,1471,44.1,244,No Failure
2866,H32279,H,300.7,309.7,1623,32.7,0,No Failure
2867,L50046,L,300.8,309.7,1997,20.7,5,No Failure
2870,L50049,L,300.8,309.7,1519,35.8,14,No Failure
2871,M17730,M,300.8,309.7,1519,39.7,16,No Failure
2872,M17731,M,300.7,309.6,1536,37.2,19,No Failure
2873,L50052,L,300.8,309.6,1680,28.7,22,No Failure
2875,L50054,L,300.6,309.5,1471,49.6,29,No Failure
2876,M17735,M,300.5,309.4,1877,23.8,31,No Failure
2877,M17736,M,300.5,309.3,1578,30.5,34,No Failure
2878,M17737,M,300.5,309.4,1655,32.1,37,No Failure
2879,H32292,H,300.5,309.4,1502,34.3,40,No Failure
2881,L50060,L,300.7,309.5,1541,37.2,48,No Failure
2883,L50062,L,300.6,309.6,1684,32.8,53,No Failure
2885,L50064,L,300.6,309.6,1409,42.4,57,No Failure
2886,M17745,M,300.5,309.5,1320,49.9,59,No Failure
2887,H32300,H,300.5,309.5,1635,34.2,62,No Failure
2889,M17748,M,300.6,309.6,1365,50.0,70,No Failure
2890,M17749,M,300.7,309.7,1523,38.2,73,No Failure
2891,L50070,L,300.6,309.7,1593,32.4,76,No Failure
2892,L50071,L,300.6,309.6,1682,30.7,78,No Failure
2894,M17753,M,300.7,309.6,1568,35.2,82,No Failure
2895,L50074,L,300.7,309.6,1733,24.8,85,No Failure
2896,M17755,M,300.7,309.6,1473,48.1,87,No Failure
2897,M17756,M,300.7,309.5,1633,31.3,90,No Failure
2898,M17757,M,300.6,309.5,1530,40.2,93,No Failure
2900,L50079,L,300.6,309.4,1410,40.6,99,No Failure
2901,L50080,L,300.5,309.3,1574,33.5,101,No Failure
2903,M17762,M,300.6,309.4,1541,35.2,105,No Failure
2904,M17763,M,300.7,309.5,1733,26.7,108,No Failure
2905,L50084,L,300.6,309.4,2496,13.5,111,No Failure
2907,L50086,L,300.6,309.3,1409,38.7,115,No Failure
2909,L50088,L,300.7,309.5,1251,59.9,120,No Failure
2911,L50090,L,300.6,309.5,1576,38.8,124,No Failure
2913,L50092,L,300.7,309.6,1661,30.3,129,No Failure
2914,L50093,L,300.7,309.6,1541,34.6,131,No Failure
2915,H32328,H,300.6,309.6,1888,20.5,133,No Failure
2916,L50095,L,300.5,309.5,1255,62.1,138,No Failure
2917,L50096,L,300.6,309.6,1411,41.6,140,No Failure
2918,L50097,L,300.6,309.5,1516,39.0,142,No Failure
2919,M17778,M,300.6,309.5,1492,34.0,144,No Failure
2920,L50099,L,300.6,309.6,1726,30.0,147,No Failure
2921,L50100,L,300.7,309.7,1598,33.7,149,No Failure
2922,L50101,L,300.8,309.8,1657,31.1,151,No Failure
2923,L50102,L,300.8,309.7,1481,38.1,153,No Failure
2924,M17783,M,300.7,309.7,1397,51.3,155,No Failure
2925,L50104,L,300.8,309.7,1461,44.3,158,No Failure
2926,M17785,M,300.7,309.6,1388,51.1,160,No Failure
2928,M17787,M,300.7,309.6,1421,49.8,165,No Failure
2930,M17789,M,300.8,309.7,1482,39.0,171,No Failure
2931,H32344,H,300.7,309.6,1403,51.3,174,No Failure
2932,L50111,L,300.8,309.7,1373,45.4,179,No Failure
2934,M17793,M,300.8,309.7,1751,27.9,183,No Failure
2935,M17794,M,300.8,309.6,1546,42.3,186,No Failure
2937,M17796,M,300.9,309.7,1394,48.8,192,No Failure
2938,L50117,L,300.7,309.6,1810,26.0,195,No Failure
2939,L50118,L,300.7,309.5,1479,34.5,197,No Failure
2940,L50119,L,300.9,309.7,1431,41.4,199,No Failure
2942,M17801,M,300.7,309.6,1996,19.8,203,Tool Wear Failure
2944,H32357,H,300.7,309.5,2007,19.7,2,No Failure
2946,H32359,H,300.7,309.6,1925,20.5,9,No Failure
2951,M17810,M,300.7,309.5,1445,46.4,24,No Failure
2952,L50131,L,300.7,309.5,1685,31.1,27,No Failure
2953,H32366,H,300.7,309.5,1667,30.5,29,No Failure
2954,L50133,L,300.7,309.5,1578,35.4,34,No Failure
2956,M17815,M,300.7,309.5,1439,43.8,41,No Failure
2957,M17816,M,300.8,309.6,1404,38.7,44,No Failure
2958,L50137,L,300.8,309.6,1498,45.8,47,No Failure
2961,L50140,L,300.7,309.5,1467,44.3,55,No Failure
2963,L50142,L,300.7,309.5,1508,39.9,59,No Failure
2965,L50144,L,300.7,309.5,1692,30.3,64,No Failure
2968,L50147,L,300.6,309.4,1369,51.6,71,No Failure
2969,M17828,M,300.6,309.4,1312,45.2,73,No Failure
2970,L50149,L,300.6,309.4,1468,44.1,76,No Failure
2971,M17830,M,300.6,309.4,1452,39.4,78,No Failure
2972,M17831,M,300.7,309.5,1393,43.9,81,No Failure
2973,M17832,M,300.6,309.4,1432,44.2,84,No Failure
2977,M17836,M,300.5,309.3,1881,25.5,98,No Failure
2978,L50157,L,300.4,309.3,1413,50.3,101,No Failure
2979,H32392,H,300.5,309.4,1642,36.2,103,No Failure
2980,L50159,L,300.5,309.5,1542,38.5,108,No Failure
2981,L50160,L,300.4,309.5,1447,39.3,110,No Failure
2982,H32395,H,300.4,309.4,1530,40.4,112,No Failure
2983,L50162,L,300.5,309.5,1795,27.7,117,No Failure
2984,L50163,L,300.6,309.6,1290,57.4,119,No Failure
2985,L50164,L,300.6,309.7,1639,30.4,121,No Failure
2986,L50165,L,300.7,309.8,1596,31.5,123,No Failure
2987,L50166,L,300.6,309.8,1455,48.0,125,No Failure
2989,M17848,M,300.6,309.8,1532,42.5,130,No Failure
2991,L50170,L,300.6,309.8,1688,28.6,135,No Failure
2992,M17851,M,300.5,309.7,1341,50.9,137,No Failure
2993,M17852,M,300.5,309.7,1685,29.4,140,No Failure
2994,M17853,M,300.5,309.8,1370,55.9,143,No Failure
2996,L50175,L,300.5,309.8,1550,37.4,148,No Failure
2997,M17856,M,300.5,309.8,1508,37.8,150,No Failure
2998,L50177,L,300.5,309.8,1345,62.7,153,No Failure
3000,L50179,L,300.5,309.7,1395,61.0,157,No Failure
3001,H32414,H,300.5,309.8,1324,72.8,159,Power Failure
3003,M17862,M,300.5,309.8,1555,38.9,166,No Failure
3004,M17863,M,300.6,309.9,1449,42.4,169,No Failure
3006,L50185,L,300.5,309.9,1503,37.4,175,No Failure
3008,L50187,L,300.4,309.7,1314,50.2,179,No Failure
3009,M17868,M,300.4,309.7,1547,38.0,181,No Failure
3010,M17869,M,300.4,309.7,1466,39.8,184,No Failure
3011,L50190,L,300.3,309.6,1537,37.1,187,No Failure
3012,M17871,M,300.2,309.5,1434,51.5,189,No Failure
3013,L50192,L,300.4,309.6,1432,44.7,192,No Failure
3014,L50193,L,300.5,309.6,1390,48.4,194,No Failure
3015,L50194,L,300.5,309.7,1580,42.8,196,No Failure
3016,L50195,L,300.5,309.7,1589,30.5,198,No Failure
3017,L50196,L,300.5,309.8,1441,48.8,200,No Failure
3019,M17878,M,300.5,309.8,1566,35.9,204,No Failure
3021,L50200,L,300.4,309.6,1543,38.1,209,No Failure
3022,L50201,L,300.5,309.8,1421,49.6,211,No Failure
3024,L50203,L,300.4,309.5,1711,29.2,215,No Failure
3025,L50204,L,300.5,309.6,1465,41.6,217,No Failure
3027,M17886,M,300.4,309.5,1888,21.9,221,No Failure
3029,L50208,L,300.5,309.5,1379,55.6,2,No Failure
3030,L50209,L,300.4,309.5,1525,51.3,4,No Failure
3031,M17890,M,300.4,309.6,1563,34.0,6,No Failure
3032,M17891,M,300.5,309.7,1389,43.3,9,No Failure
3035,H32448,H,300.6,309.7,1470,43.8,18,No Failure
3036,M17895,M,300.6,309.7,1428,42.6,23,No Failure
3037,L50216,L,300.4,309.6,1319,48.1,26,No Failure
3038,L50217,L,300.5,309.7,1887,24.3,28,No Failure
3039,L50218,L,300.4,309.5,1349,50.4,30,No Failure
3041,L50220,L,300.3,309.5,1474,38.7,35,No Failure
3042,L50221,L,300.4,309.5,1543,38.9,37,No Failure
3043,M17902,M,300.2,309.4,1459,43.9,39,No Failure
3046,L50225,L,300.2,309.4,1526,35.3,46,No Failure
3051,L50230,L,300.2,309.2,1431,51.3,57,No Failure
3052,L50231,L,300.2,309.3,1366,49.3,59,No Failure
3053,L50232,L,300.1,309.2,1421,42.5,61,No Failure
3054,H32467,H,300.2,309.3,1506,35.6,63,No Failure
3055,H32468,H,300.2,309.3,1342,48.7,68,No Failure
3056,L50235,L,300.1,309.2,1427,37.6,73,No Failure
3057,L50236,L,300.2,309.2,1667,29.9,75,No Failure
3060,M17919,M,300.0,309.0,1368,45.8,81,No Failure
3063,L50242,L,299.9,309.0,1553,40.0,88,No Failure
3065,M17924,M,300.1,309.1,1731,30.4,92,No Failure
3068,L50247,L,300.1,309.2,1533,37.0,101,No Failure
3069,H32482,H,300.0,309.0,1622,31.8,103,No Failure
3070,L50249,L,300.0,309.1,1791,28.2,108,No Failure
3071,L50250,L,300.0,309.1,1631,28.3,110,No Failure
3073,L50252,L,300.1,309.0,1314,58.2,114,No Failure
3074,L50253,L,300.1,309.1,1478,46.9,116,No Failure
3075,L50254,L,300.1,309.2,1783,27.3,118,No Failure
3076,M17935,M,300.1,309.2,1385,46.1,120,No Failure
3079,M17938,M,300.1,309.4,1349,56.2,127,No Failure
3082,M17941,M,300.0,309.3,1932,21.8,135,No Failure
3083,M17942,M,300.0,309.3,1407,43.9,138,No Failure
3085,H32498,H,300.1,309.4,1329,55.2,143,No Failure
3086,L50265,L,300.1,309.2,1441,42.9,148,No Failure
3087,L50266,L,300.0,309.2,1610,32.1,150,No Failure
3089,M17948,M,300.0,309.1,1624,30.8,155,No Failure
3091,H32504,H,300.1,309.3,1448,45.8,163,No Failure
3093,M17952,M,300.0,309.3,2293,16.3,170,No Failure
3094,L50273,L,300.0,309.3,1397,51.2,173,No Failure
3096,M17955,M,299.9,309.2,1574,36.5,177,No Failure
3097,L50276,L,299.9,309.2,1560,38.9,180,No Failure
