type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type
H,301.6,310.5,1602,32.3,2,Random Failures
L,301.5,310.4,1918,21.8,9,No Failure
H,301.4,310.3,1611,41.5,11,No Failure
H,301.4,310.4,1610,38.6,16,No Failure
L,301.5,310.4,1329,46.6,24,No Failure
L,301.5,310.4,1270,54.2,26,No Failure
L,301.5,310.3,1415,41.6,28,No Failure
H,301.6,310.5,1786,27.1,35,No Failure
L,301.7,310.6,1303,59.7,42,No Failure
L,301.8,310.7,1461,44.2,49,No Failure
L,301.8,310.7,2092,18.6,51,No Failure
L,301.8,310.7,1441,49.3,58,No Failure
L,301.8,310.7,1523,43.3,60,No Failure
M,301.9,310.8,1557,35.3,65,No Failure
L,301.8,310.7,1644,33.4,68,No Failure
L,301.8,310.6,1522,43.8,70,No Failure
L,301.8,310.7,1597,30.8,74,No Failure
M,301.8,310.8,1619,31.0,76,No Failure
L,301.9,310.8,1519,39.0,90,No Failure
L,301.9,310.8,1650,29.8,94,No Failure
M,301.8,310.8,1508,38.8,96,No Failure
M,301.9,310.9,1763,28.4,103,No Failure
H,301.9,310.9,1590,34.3,106,No Failure
H,301.9,311.0,1336,63.6,111,No Failure
M,301.9,311.0,1638,35.4,116,No Failure
L,301.9,311.0,1356,45.7,119,No Failure
M,301.9,311.0,1384,47.4,121,No Failure
L,301.9,310.9,1309,48.0,124,No Failure
L,301.9,311.0,1289,54.9,128,No Failure
L,301.7,310.8,1493,47.6,145,No Failure
L,301.6,310.8,1726,26.7,150,No Failure
L,301.7,310.9,1608,33.0,160,No Failure
L,301.8,311.0,1771,27.2,162,No Failure
M,301.9,311.1,1417,52.5,171,No Failure
H,301.9,311.0,1430,49.8,174,No Failure
L,302.0,311.1,1402,47.8,182,No Failure
L,302.0,311.0,1550,35.2,184,No Failure
L,301.9,311.0,1376,44.9,186,No Failure
L,301.8,310.9,1521,39.3,197,No Failure
H,301.8,310.8,1470,37.6,204,No Failure
M,301.9,310.9,1573,38.9,209,No Failure
L,302.0,310.9,1378,53.1,212,Overstrain Failure
L,301.9,310.9,1567,39.0,214,Tool Wear Failure
M,301.9,310.9,1441,43.7,0,No Failure
M,301.9,310.9,1641,33.2,3,No Failure
M,302.0,311.1,1769,26.0,10,No Failure
L,302.0,311.0,1632,34.2,18,No Failure
M,302.0,311.0,1980,21.5,20,No Failure
L,302.0,311.0,1686,32.5,25,No Failure
L,301.9,310.9,1574,31.4,27,No Failure
L,301.8,310.8,1546,43.4,29,No Failure
L,301.8,310.9,1899,24.7,31,No Failure
L,301.8,310.9,1449,36.5,33,No Failure
M,301.9,310.9,1317,51.9,40,No Failure
M,301.9,311.0,1467,48.1,43,No Failure
L,301.9,310.9,1616,34.5,46,No Failure
M,301.8,310.9,1299,60.4,48,No Failure
L,301.9,310.9,1799,24.2,54,No Failure
M,301.8,310.8,1618,37.8,59,No Failure
L,301.9,310.8,1525,43.2,62,No Failure
L,301.8,310.7,1551,37.7,64,No Failure
L,301.9,310.8,1735,31.5,66,No Failure
M,301.8,310.7,1309,43.3,68,No Failure
L,301.7,310.6,1743,26.2,71,No Failure
M,301.7,310.7,1659,29.9,73,No Failure
L,301.7,310.6,1486,38.5,78,No Failure
L,301.7,310.6,1471,43.8,80,No Failure
M,301.8,310.7,1465,35.8,82,No Failure
M,301.7,310.6,1492,42.2,85,No Failure
M,301.8,310.7,1420,52.0,88,No Failure
L,301.8,310.6,1295,62.3,91,No Failure
L,301.8,310.5,1548,34.1,93,No Failure
L,301.8,310.6,1372,54.7,95,No Failure
M,301.8,310.6,1552,35.9,97,No Failure
H,301.8,310.6,1441,46.3,100,No Failure
M,301.7,310.6,1691,27.7,105,No Failure
L,301.7,310.5,1567,39.1,114,No Failure
L,301.6,310.4,1599,41.7,116,No Failure
M,301.7,310.5,1625,35.9,121,No Failure
L,301.8,310.6,1650,31.9,126,No Failure
M,301.8,310.6,1459,40.2,128,No Failure
L,301.8,310.6,1395,50.5,131,No Failure
L,301.8,310.6,1192,68.9,135,No Failure
L,301.8,310.6,1403,46.8,151,No Failure
H,301.6,310.4,1369,45.4,156,No Failure
M,301.6,310.4,1452,45.7,164,No Failure
L,301.6,310.4,1517,41.1,167,No Failure
L,301.7,310.5,1354,50.0,169,No Failure
L,301.7,310.5,1399,53.2,174,No Failure
H,301.7,310.5,1388,50.5,176,No Failure
M,301.7,310.6,1417,45.2,185,No Failure
L,301.7,310.7,1542,40.0,188,No Failure
L,301.7,310.7,1641,31.9,192,No Failure
M,301.7,310.9,1644,32.5,201,No Failure
M,301.7,310.8,1594,32.4,204,No Failure
L,301.7,310.9,1405,46.4,207,Tool Wear Failure
L,301.7,310.8,1622,37.8,0,No Failure
L,301.7,310.9,1557,39.4,2,No Failure
M,301.8,311.1,1647,31.6,6,No Failure
L,301.9,311.1,1448,46.3,14,No Failure
L,301.9,311.2,1435,44.2,16,No Failure
H,301.9,311.2,1474,41.8,18,No Failure
L,302.0,311.3,1509,39.9,25,No Failure
M,302.0,311.3,1530,36.4,27,No Failure
M,302.0,311.4,1587,35.9,30,No Failure
M,302.2,311.5,1360,53.0,36,No Failure
L,302.2,311.5,1588,30.6,39,No Failure
L,302.2,311.4,1609,32.1,41,No Failure
L,302.1,311.3,1415,44.1,43,No Failure
L,302.0,311.2,1845,27.3,45,No Failure
M,302.2,311.3,1521,40.6,52,No Failure
L,302.2,311.4,1499,37.7,55,No Failure
M,302.1,311.2,1616,35.1,57,No Failure
M,302.2,311.4,1626,31.6,62,No Failure
M,302.3,311.5,1445,44.8,65,No Failure
L,302.4,311.6,1622,35.0,68,No Failure
L,302.3,311.6,1488,41.8,75,No Failure
L,302.3,311.6,1784,26.4,79,No Failure
L,302.2,311.5,1548,32.4,81,No Failure
L,302.2,311.5,1427,43.8,88,No Failure
M,302.2,311.5,1443,47.0,90,No Failure
L,302.2,311.5,1481,40.4,93,No Failure
M,302.1,311.5,1341,50.8,99,No Failure
L,302.1,311.4,1518,37.4,102,No Failure
M,302.1,311.5,1383,53.6,108,No Failure
L,302.1,311.5,1477,45.4,111,No Failure
M,302.2,311.5,1449,44.5,113,No Failure
M,302.2,311.5,1734,25.0,116,No Failure
L,302.3,311.6,1398,49.1,119,No Failure
M,302.3,311.7,1639,36.6,121,No Failure
M,302.3,311.7,1517,37.6,124,No Failure
M,302.3,311.7,1685,30.8,130,No Failure
L,302.3,311.6,1665,34.3,139,No Failure
L,302.4,311.8,1465,40.2,143,No Failure
L,302.3,311.6,1658,32.3,150,No Failure
H,302.3,311.7,1449,44.5,152,No Failure
M,302.1,311.5,1866,23.1,159,No Failure
M,302.3,311.7,1368,53.6,165,No Failure
L,302.2,311.5,1567,33.1,168,No Failure
L,302.2,311.5,1744,31.2,172,No Failure
M,302.1,311.3,1453,45.1,174,No Failure
L,302.1,311.2,1550,34.8,177,No Failure
M,302.0,311.2,1558,39.1,179,No Failure
L,302.0,311.2,1270,65.3,182,Overstrain Failure
M,301.9,311.1,1380,51.6,184,No Failure
L,302.0,311.1,1406,50.5,187,No Failure
L,302.0,311.2,1420,45.8,192,No Failure
L,302.1,311.3,1477,43.6,196,No Failure
L,302.1,311.2,1460,46.9,198,No Failure
L,302.1,311.3,1521,31.5,202,No Failure
M,302.1,311.3,1511,45.0,204,No Failure
L,302.2,311.3,1530,37.3,207,Tool Wear Failure
L,302.1,311.2,1454,46.8,0,No Failure
L,302.2,311.2,1649,33.2,9,No Failure
L,302.1,311.2,1447,50.3,11,No Failure
L,302.1,311.2,1417,48.0,13,No Failure
M,302.0,311.2,1400,49.5,20,No Failure
M,302.0,311.3,1725,27.7,23,No Failure
M,302.1,311.3,1497,38.4,28,No Failure
L,302.2,311.4,1754,26.9,33,No Failure
L,302.2,311.5,1489,38.3,35,No Failure
M,302.3,311.4,1855,23.9,43,No Failure
M,302.4,311.4,1475,45.2,46,No Failure
L,302.4,311.5,1590,39.9,58,No Failure
M,302.4,311.4,1508,41.2,60,No Failure
L,302.3,311.2,1758,24.4,68,No Failure
M,302.3,311.2,1507,47.7,70,No Failure
H,302.3,311.1,1543,37.5,73,No Failure
M,302.3,311.2,1505,36.7,78,No Failure
M,302.4,311.3,1312,61.5,85,No Failure
M,302.2,311.2,1347,49.8,94,No Failure
L,302.2,311.1,1470,39.6,97,No Failure
M,302.2,311.2,1873,24.0,99,No Failure
M,302.2,311.1,1434,58.6,102,No Failure
H,302.2,311.1,1628,30.6,105,No Failure
L,302.2,311.1,1351,48.6,110,No Failure
M,302.2,311.2,1663,29.6,115,No Failure
L,302.3,311.2,1401,49.7,118,No Failure
L,302.4,311.3,1503,38.2,120,No Failure
L,302.5,311.4,1759,24.6,124,No Failure
L,302.5,311.4,1409,53.1,126,No Failure
H,302.5,311.3,1393,47.5,130,No Failure
L,302.5,311.1,1493,39.0,137,No Failure
L,302.4,311.1,1652,33.9,139,No Failure
L,302.3,311.1,1589,29.9,141,No Failure
L,302.4,311.1,1520,42.2,143,No Failure
H,302.3,311.1,1455,40.3,145,No Failure
L,302.3,311.0,1442,43.7,152,No Failure
L,302.3,311.0,1329,51.5,154,No Failure
M,302.2,311.1,1516,33.7,158,No Failure
M,302.2,311.0,1476,47.4,161,No Failure
L,302.3,311.0,1412,47.0,164,No Failure
L,302.3,310.9,1377,46.8,166,Heat Dissipation Failure
M,302.4,311.0,1490,37.1,168,No Failure
M,302.3,311.0,1526,37.7,171,No Failure
M,302.4,311.1,1443,51.8,178,No Failure
L,302.3,311.1,1373,53.0,181,No Failure
L,302.3,311.1,1630,35.6,183,No Failure
L,302.2,311.0,1555,34.2,185,No Failure
L,302.3,311.0,1609,31.0,190,No Failure
L,302.4,311.1,1448,44.8,195,No Failure
M,302.4,311.1,1887,22.4,197,No Failure
M,302.4,311.1,1480,45.7,200,No Failure
H,302.5,311.1,1850,23.3,203,No Failure
L,302.5,311.1,1538,36.8,208,No Failure
M,302.4,311.1,1721,30.1,210,No Failure
L,302.3,311.0,1657,31.1,3,No Failure
L,302.3,310.8,1465,43.8,7,No Failure
H,302.2,310.8,1397,47.6,11,No Failure
L,302.2,310.8,1744,29.7,16,No Failure
L,302.3,310.9,1545,36.7,18,No Failure
L,302.3,310.8,1511,48.1,24,No Failure
L,302.3,310.8,1650,32.4,26,No Failure
L,302.3,310.9,1412,48.9,28,No Failure
L,302.3,311.0,1528,43.1,30,No Failure
M,302.1,310.8,1409,41.3,39,No Failure
L,302.1,310.8,1622,36.8,45,No Failure
L,302.1,310.8,1786,25.7,47,No Failure
M,302.1,310.9,1916,23.1,51,No Failure
L,302.3,310.9,1529,33.4,62,No Failure
M,302.4,311.0,1580,36.5,64,No Failure
M,302.3,310.9,1360,44.0,67,Heat Dissipation Failure
M,302.3,311.0,1546,35.5,70,No Failure
L,302.2,310.8,1350,56.6,76,No Failure
M,302.2,310.8,1562,38.1,78,No Failure
M,302.1,310.7,1608,30.3,81,No Failure
L,302.0,310.6,1392,50.0,84,No Failure
L,302.0,310.6,1467,44.9,86,No Failure
M,302.1,310.6,1326,59.1,88,Heat Dissipation Failure
L,302.2,310.7,1769,24.9,91,No Failure
M,302.1,310.6,1421,52.0,95,No Failure
L,302.3,310.8,1421,41.4,102,No Failure
L,302.3,310.9,1596,33.5,104,No Failure
M,302.4,311.0,1464,44.2,106,No Failure
M,302.3,310.9,1581,36.1,109,No Failure
L,302.3,310.9,1620,30.3,112,No Failure
H,302.3,310.8,1438,43.8,119,No Failure
M,302.3,310.8,1762,27.8,127,No Failure
H,302.3,310.9,1366,48.4,130,Heat Dissipation Failure
L,302.3,310.9,1891,22.7,135,No Failure
M,302.3,310.9,1742,29.7,137,No Failure
M,302.2,310.9,1465,43.5,140,No Failure
M,302.3,311.0,1541,36.6,143,No Failure
M,302.3,311.1,1435,43.1,149,No Failure
L,302.4,311.2,1466,43.9,152,No Failure
L,302.4,311.2,1450,47.9,154,No Failure
L,302.4,311.1,1880,24.5,156,No Failure
M,302.3,311.0,1578,33.5,158,No Failure
L,302.4,311.1,1565,42.8,163,No Failure
L,302.5,311.2,1545,40.1,165,No Failure
L,302.5,311.2,1227,60.1,167,No Failure
L,302.4,311.1,1484,45.9,169,No Failure
L,302.3,310.9,1720,28.1,178,No Failure
L,302.3,311.0,1561,37.2,180,No Failure
M,302.3,311.0,1421,41.3,182,No Failure
H,302.2,310.9,1415,48.4,185,No Failure
L,302.3,310.9,2034,19.7,190,No Failure
L,302.4,311.0,1486,40.4,192,No Failure
L,302.4,311.0,1338,67.6,194,Power Failure
H,302.4,311.1,1578,32.3,196,No Failure
M,302.4,311.2,1330,58.6,201,No Failure
H,302.4,311.2,1506,40.8,204,No Failure
L,302.5,311.4,1559,37.6,209,No Failure
L,302.6,311.5,1599,37.0,211,No Failure
M,302.5,311.5,1481,41.1,215,No Failure
H,302.5,311.5,1496,43.8,218,No Failure
L,302.5,311.4,1674,27.0,223,No Failure
L,302.7,311.7,1480,45.2,8,No Failure
M,302.7,311.8,1728,30.0,12,No Failure
L,302.7,311.9,1389,46.5,15,No Failure
L,302.6,311.7,1254,54.1,19,No Failure
L,302.6,311.8,1427,50.1,21,No Failure
L,302.6,311.8,1627,31.8,23,No Failure
H,302.6,311.7,1471,48.3,25,No Failure
L,302.6,311.7,1773,27.1,30,No Failure
L,302.5,311.6,1595,29.5,35,No Failure
L,302.5,311.5,1521,44.1,37,No Failure
M,302.4,311.4,1534,40.1,41,No Failure
L,302.5,311.5,1677,29.2,49,No Failure
L,302.4,311.3,1392,50.5,51,No Failure
L,302.3,311.2,1903,22.9,55,No Failure
L,302.4,311.2,1404,52.0,57,No Failure
L,302.3,311.2,1386,53.5,59,No Failure
L,302.2,311.1,1418,47.0,61,No Failure
M,302.3,311.1,1338,53.3,63,No Failure
M,302.3,311.2,1432,42.7,68,No Failure
M,302.3,311.2,1546,40.0,71,No Failure
M,302.2,311.2,1627,33.2,74,No Failure
M,302.2,311.1,1640,32.8,77,No Failure
M,302.1,311.1,1423,36.8,80,No Failure
M,302.1,311.1,1450,51.6,86,No Failure
L,302.2,311.1,1630,34.6,94,No Failure
M,302.2,311.2,1561,34.9,106,No Failure
L,302.3,311.2,1297,62.5,109,No Failure
M,302.3,311.2,1842,23.9,111,No Failure
L,302.4,311.4,1831,26.9,121,No Failure
M,302.3,311.3,1339,50.8,123,No Failure
M,302.4,311.4,1675,29.6,128,No Failure
L,302.5,311.5,1700,29.5,133,No Failure
L,302.6,311.6,1453,37.0,135,No Failure
L,302.6,311.7,1542,34.1,137,No Failure
M,302.5,311.5,1358,52.7,139,No Failure
H,302.5,311.5,1655,32.3,142,No Failure
L,302.6,311.5,1885,27.5,147,No Failure
M,302.6,311.4,1757,29.5,151,No Failure
M,302.6,311.4,1718,31.2,154,No Failure
M,302.5,311.4,1636,35.0,157,No Failure
L,302.6,311.6,1638,29.6,160,No Failure
L,302.6,311.5,1609,36.0,162,No Failure
L,302.6,311.5,1442,59.8,169,Power Failure
M,302.7,311.6,1501,38.8,171,No Failure
M,302.6,311.6,2041,19.2,174,No Failure
L,302.6,311.6,1953,22.4,180,No Failure
L,302.6,311.6,1576,34.7,182,No Failure
M,302.6,311.6,1518,39.0,184,No Failure
M,302.6,311.6,1227,68.2,187,Overstrain Failure
L,302.5,311.5,1985,18.8,190,No Failure
L,302.5,311.6,1400,54.0,196,No Failure
L,302.2,311.4,1987,19.9,200,No Failure
L,302.2,311.2,1381,49.4,207,No Failure
L,302.2,311.3,1570,36.1,0,No Failure
M,302.2,311.3,1658,31.0,2,No Failure
H,302.2,311.3,1749,29.2,5,No Failure
M,302.2,311.3,1510,37.1,10,No Failure
L,302.3,311.5,1384,50.8,13,No Failure
M,302.3,311.4,1571,32.7,17,No Failure
L,302.3,311.4,1476,37.3,20,No Failure
M,302.3,311.4,1909,23.2,25,No Failure
L,302.2,311.3,1378,55.5,35,No Failure
M,302.2,311.4,1538,37.4,37,No Failure
L,302.4,311.5,1785,24.8,45,No Failure
H,302.3,311.5,1526,38.2,47,No Failure
L,302.3,311.5,1507,37.5,55,No Failure
M,302.3,311.4,1479,45.6,59,No Failure
M,302.3,311.4,1418,41.3,62,No Failure
L,302.3,311.4,1504,38.7,65,No Failure
M,302.3,311.4,1345,47.6,67,No Failure
H,302.2,311.4,1625,35.4,70,No Failure
L,302.4,311.5,1505,37.9,79,No Failure
H,302.4,311.5,1540,43.7,81,No Failure
H,302.3,311.4,1372,46.0,86,No Failure
M,302.2,311.3,1510,36.6,91,No Failure
M,302.2,311.3,1931,21.9,101,No Failure
L,302.2,311.3,1389,46.9,106,No Failure
L,302.3,311.3,1652,32.8,108,No Failure
L,302.3,311.2,1386,50.3,110,No Failure
L,302.2,311.3,1554,40.2,118,No Failure
L,302.3,311.3,1682,34.4,127,No Failure
L,302.3,311.3,1614,34.1,129,No Failure
L,302.3,311.3,1324,47.8,131,No Failure
L,302.3,311.4,1434,40.3,133,No Failure
L,302.3,311.3,1621,31.6,135,No Failure
M,302.3,311.3,1625,33.1,137,No Failure
L,302.0,311.0,1420,45.9,144,No Failure
L,302.1,311.2,1422,50.3,146,No Failure
H,302.1,311.2,1598,37.9,148,No Failure
L,302.1,311.2,1519,39.3,155,No Failure
L,302.0,311.1,1373,55.7,157,No Failure
L,302.1,311.2,1369,50.8,164,No Failure
L,302.2,311.2,1630,36.0,169,No Failure
M,302.1,311.1,1605,37.6,171,No Failure
M,302.2,311.2,1360,52.8,176,No Failure
L,302.1,311.0,1740,30.8,182,No Failure
L,302.1,310.9,1477,41.4,184,No Failure
L,302.1,310.9,1658,30.3,186,No Failure
L,302.1,310.9,1666,30.7,203,No Failure
L,302.1,311.0,1364,50.0,205,No Failure
L,302.0,311.0,1566,37.8,218,No Failure
L,302.0,310.9,1455,43.2,220,No Failure
H,302.0,310.9,1679,29.0,222,No Failure
L,302.0,310.8,1447,42.7,229,No Failure
L,302.0,310.8,1383,50.3,231,Overstrain Failure
L,302.0,310.8,1615,29.0,235,Tool Wear Failure
L,302.0,310.8,1454,36.6,0,No Failure
L,302.0,310.8,1445,49.1,2,No Failure
M,302.0,310.8,1609,35.2,4,No Failure
L,302.0,310.9,1546,34.4,7,No Failure
L,301.9,310.8,1567,39.3,9,No Failure
L,302.0,310.9,1539,34.2,13,No Failure
L,302.0,310.9,1564,39.0,15,No Failure
M,302.0,310.8,1445,46.3,17,No Failure
M,301.9,310.9,1419,47.7,20,No Failure
M,301.8,310.9,1881,20.9,23,No Failure
M,301.9,310.9,1421,46.2,26,No Failure
L,301.8,310.8,1505,41.2,33,No Failure
L,301.8,310.8,1456,46.6,35,No Failure
L,301.8,310.8,1383,46.4,37,No Failure
M,301.9,310.8,1563,39.2,39,No Failure
M,301.9,310.9,2305,16.1,42,No Failure
M,301.9,310.9,1456,43.6,45,No Failure
L,302.0,311.0,1865,22.7,48,No Failure
M,302.0,310.9,1456,47.2,54,No Failure
L,301.9,310.8,1465,44.3,57,No Failure
L,301.9,310.8,1906,21.7,62,No Failure
L,302.0,310.9,1446,44.0,64,No Failure
L,302.0,310.8,1948,19.7,66,No Failure
L,301.9,310.7,1480,47.1,68,No Failure
M,301.9,310.7,1472,47.0,73,No Failure
L,301.9,310.7,1429,51.0,76,No Failure
L,301.9,310.7,1405,48.8,78,No Failure
M,301.9,310.7,1405,47.9,80,No Failure
L,302.0,310.7,1348,58.1,83,No Failure
L,301.9,310.6,1331,68.6,85,Power Failure
L,301.9,310.6,1610,33.4,87,No Failure
L,302.0,310.7,1453,42.7,92,No Failure
M,302.0,310.6,1539,37.4,96,No Failure
L,302.0,310.5,1635,39.8,99,No Failure
L,302.0,310.5,1978,22.0,106,No Failure
L,302.0,310.4,1357,58.0,108,Heat Dissipation Failure
M,302.0,310.4,1567,36.4,114,No Failure
H,302.0,310.5,1841,23.6,119,No Failure
L,301.9,310.4,1376,54.9,126,Heat Dissipation Failure
M,301.9,310.5,1590,40.3,130,No Failure
M,302.0,310.4,1595,32.9,135,No Failure
H,302.0,310.5,1812,24.4,138,No Failure
L,302.0,310.5,1651,30.9,146,No Failure
H,302.0,310.5,1459,43.2,148,No Failure
L,302.0,310.3,1648,29.6,157,No Failure
L,302.0,310.4,1464,47.2,159,No Failure
L,302.0,310.4,1895,23.2,161,No Failure
L,301.9,310.4,1884,23.4,163,No Failure
L,302.0,310.4,1450,46.6,165,No Failure
L,302.0,310.4,1448,43.4,167,No Failure
L,302.1,310.5,1389,49.6,169,No Failure
L,302.0,310.6,1583,35.2,171,No Failure
L,301.9,310.5,1425,51.1,173,No Failure
L,301.9,310.5,1892,21.8,177,No Failure
L,302.0,310.6,1361,46.7,182,No Failure
H,301.9,310.5,1472,39.7,187,No Failure
L,302.0,310.6,1325,55.3,192,No Failure
L,301.9,310.5,1340,55.7,204,Overstrain Failure
L,302.0,310.6,1366,47.7,206,No Failure
L,302.1,310.7,1325,45.1,208,Heat Dissipation Failure
M,302.1,310.7,1364,47.8,213,Heat Dissipation Failure
L,302.2,310.6,1462,43.6,0,No Failure
M,302.1,310.6,1517,38.9,2,No Failure
L,302.1,310.6,1385,53.6,5,No Failure
L,302.1,310.6,1439,40.0,7,No Failure
M,302.0,310.6,1623,34.3,9,No Failure
H,302.0,310.6,1438,43.2,12,No Failure
L,301.9,310.4,1708,24.8,17,No Failure
L,301.9,310.4,1286,62.8,22,Heat Dissipation Failure
L,301.9,310.3,1485,46.3,24,No Failure
L,301.8,310.3,1765,27.3,29,No Failure
L,301.8,310.3,1688,28.8,31,No Failure
M,301.7,310.3,1787,26.7,33,No Failure
L,301.7,310.1,1384,50.5,38,No Failure
H,301.7,310.2,1620,30.8,42,No Failure
L,301.7,310.1,1424,50.2,54,No Failure
L,301.7,310.1,1500,39.6,56,No Failure
M,301.8,310.3,1465,46.5,60,No Failure
L,301.8,310.3,1482,41.4,63,No Failure
L,301.9,310.3,1972,21.3,67,No Failure
L,301.9,310.4,1610,34.8,71,No Failure
M,301.9,310.4,1373,48.0,73,Heat Dissipation Failure
M,302.0,310.5,1425,44.7,76,No Failure
M,302.0,310.5,1823,25.1,87,No Failure
L,302.0,310.5,1263,60.6,90,Heat Dissipation Failure
L,301.9,310.4,1889,21.5,92,No Failure
M,302.0,310.5,1639,32.9,94,No Failure
M,302.0,310.4,1608,33.1,97,No Failure
L,302.0,310.4,1591,29.8,105,No Failure
L,302.1,310.5,1696,30.9,107,No Failure
H,302.3,310.6,1525,48.7,114,No Failure
M,302.3,310.7,1559,33.9,119,No Failure
L,302.1,310.5,1559,36.0,124,No Failure
M,302.2,310.6,1355,51.5,126,Heat Dissipation Failure
L,302.2,310.6,1386,50.0,132,No Failure
M,302.2,310.6,1346,49.2,134,Heat Dissipation Failure
L,302.5,310.9,1624,34.4,146,No Failure
L,302.4,310.9,1349,46.1,148,Heat Dissipation Failure
M,302.4,310.7,1521,40.4,152,No Failure
L,302.4,310.7,1362,54.8,155,Heat Dissipation Failure
L,302.3,310.7,1402,50.9,157,No Failure
M,302.2,310.6,1570,34.6,163,No Failure
M,302.3,310.8,1611,31.8,169,No Failure
H,302.4,310.9,1444,40.7,174,No Failure
L,302.4,311.0,1317,59.4,179,No Failure
M,302.5,311.0,1463,43.1,181,No Failure
L,302.4,311.1,1634,34.2,184,No Failure
L,302.5,311.0,1548,38.4,188,No Failure
M,302.5,311.0,1563,35.6,190,No Failure
L,302.5,311.1,1571,34.2,201,No Failure
L,302.4,311.0,2211,15.4,203,No Failure
L,302.4,311.0,1555,40.6,205,No Failure
M,302.3,310.9,1558,31.9,207,No Failure
M,302.3,310.9,1523,43.2,210,No Failure
L,302.3,310.8,1723,26.3,213,No Failure
M,302.3,310.8,1721,28.4,215,No Failure
M,302.3,310.9,1710,30.4,218,Tool Wear Failure
M,302.2,310.8,1422,47.0,3,No Failure
L,302.1,310.8,1565,35.3,6,No Failure
L,302.1,310.7,1314,52.8,8,Heat Dissipation Failure
M,302.0,310.6,1392,60.5,10,No Failure
L,302.1,310.7,1465,40.7,13,No Failure
M,302.0,310.7,2157,17.8,17,No Failure
L,301.9,310.7,1370,50.3,20,No Failure
L,301.9,310.6,1462,38.8,22,No Failure
M,302.0,310.6,1479,40.5,24,No Failure
L,301.9,310.7,1717,26.8,27,No Failure
M,301.9,310.6,1260,65.9,29,No Failure
L,301.9,310.6,1467,39.3,32,No Failure
M,302.0,310.6,1535,38.6,34,No Failure
L,302.1,310.7,1359,49.3,41,Heat Dissipation Failure
L,302.2,310.8,1383,46.9,45,No Failure
M,302.2,310.8,1408,46.8,49,No Failure
L,302.2,310.9,1452,42.3,56,No Failure
M,302.2,310.9,1302,53.4,58,No Failure
L,302.2,310.9,1604,40.5,68,No Failure
L,302.2,311.0,1832,23.2,70,No Failure
L,302.4,311.1,1905,20.9,77,No Failure
L,302.4,311.0,1475,47.9,79,No Failure
M,302.4,310.9,1435,42.3,83,No Failure
L,302.4,310.9,1469,39.6,86,No Failure
M,302.6,311.1,1520,43.0,88,No Failure
L,302.6,311.0,1506,37.2,95,No Failure
L,302.5,310.9,1330,56.9,97,Heat Dissipation Failure
H,302.5,310.9,1356,55.5,101,Heat Dissipation Failure
H,302.6,311.0,1438,51.0,106,No Failure
M,302.6,311.0,1329,48.6,111,Heat Dissipation Failure
L,302.6,311.0,1284,68.0,114,Power Failure
M,302.6,311.0,1591,33.9,119,No Failure
M,302.7,311.1,1297,60.7,125,Heat Dissipation Failure
L,302.7,311.2,1545,35.1,128,No Failure
H,302.7,311.1,1418,43.4,130,No Failure
L,302.7,311.1,1730,28.1,135,No Failure
L,302.6,311.0,2001,20.7,137,No Failure
L,302.6,311.0,1620,36.2,139,No Failure
M,302.6,311.0,1542,39.7,141,No Failure
L,302.6,311.0,1424,38.0,144,No Failure
L,302.7,311.1,1440,39.5,146,No Failure
L,302.6,310.9,1331,52.0,154,Heat Dissipation Failure
L,302.6,310.8,1470,41.2,156,No Failure
L,302.6,310.8,1486,36.4,160,No Failure
L,302.4,310.6,1445,40.3,162,No Failure
M,302.4,310.5,1500,36.7,164,No Failure
L,302.2,310.4,1743,28.1,170,No Failure
L,302.0,310.1,1409,50.4,172,No Failure
L,302.0,310.1,1361,45.4,174,Heat Dissipation Failure
L,302.1,310.1,1753,28.9,176,No Failure
L,301.9,309.9,1374,48.5,180,Heat Dissipation Failure
M,301.8,309.9,1334,61.0,182,Heat Dissipation Failure
L,301.8,310.0,1493,40.3,185,No Failure
L,301.7,309.9,1317,49.0,187,Heat Dissipation Failure
M,301.7,309.9,1457,39.2,192,No Failure
M,301.7,310.0,1391,50.6,195,No Failure
M,301.8,310.0,1781,23.9,198,No Failure
